year;population_count;country_code
1969;20009141;ROU
1970;20250398;ROU
1971;20461567;ROU
1972;20657957;ROU
1973;20835681;ROU
1974;21029429;ROU
1975;21293583;ROU
1976;21551634;ROU
1977;21756096;ROU
1978;21951464;ROU
1979;22090488;ROU
1980;22242653;ROU
1981;22415169;ROU
1982;22515389;ROU
1983;22588790;ROU
1984;22655940;ROU
1985;22755427;ROU
1986;22859269;ROU
1987;22949430;ROU
1988;23057662;ROU
1989;23161458;ROU
1990;23201835;ROU
1991;23001155;ROU
1992;22794284;ROU
1993;22763280;ROU
1994;22730211;ROU
1995;22684270;ROU
1996;22619004;ROU
1997;22553978;ROU
1998;22507344;ROU
1999;22472040;ROU
2000;22442971;ROU
2001;22131970;ROU
2002;21730496;ROU
2003;21574326;ROU
2004;21451748;ROU
2005;21319685;ROU
2006;21193760;ROU
2007;20882982;ROU
2008;20537875;ROU
2009;20367487;ROU
2010;20246871;ROU
2011;20147528;ROU
2012;20058035;ROU
2013;19983693;ROU
2014;19908979;ROU
2015;19815481;ROU
2016;19702332;ROU
2017;19587491;ROU
1960;119897000;RUS
1961;121236000;RUS
1962;122591000;RUS
1963;123960000;RUS
1964;125345000;RUS
1965;126745000;RUS
1966;127468000;RUS
1967;128196000;RUS
1968;128928000;RUS
1969;129664000;RUS
1970;130404000;RUS
1971;131155000;RUS
1972;131909000;RUS
1973;132669000;RUS
1974;133432000;RUS
1975;134200000;RUS
1976;135147000;RUS
1977;136100000;RUS
1978;137060000;RUS
1979;138027000;RUS
1980;139010000;RUS
1981;139941000;RUS
1982;140823000;RUS
1983;141668000;RUS
1984;142745000;RUS
1985;143858000;RUS
1986;144894000;RUS
1987;145908000;RUS
1988;146857000;RUS
1989;147721000;RUS
1990;148292000;RUS
1991;148624000;RUS
1992;148689000;RUS
1993;148520000;RUS
1994;148336000;RUS
1995;148375726;RUS
1996;148160042;RUS
1997;147915307;RUS
1998;147670692;RUS
1999;147214392;RUS
2000;146596557;RUS
2001;145976083;RUS
2002;145306046;RUS
2003;144648257;RUS
2004;144067054;RUS
2005;143518523;RUS
2006;143049528;RUS
2007;142805088;RUS
2008;142742350;RUS
2009;142785342;RUS
2010;142849449;RUS
2011;142960868;RUS
2012;143201676;RUS
2013;143506911;RUS
2014;143819666;RUS
2015;144096870;RUS
2016;144342396;RUS
2017;144496740;RUS
1960;2935582;RWA
1961;2998325;RWA
1962;3052936;RWA
1963;3105419;RWA
1964;3164263;RWA
1965;3235531;RWA
1966;3321679;RWA
1967;3420895;RWA
1968;3529843;RWA
1969;3643237;RWA
1970;3757358;RWA
1971;3871439;RWA
1972;3987224;RWA
1973;4106407;RWA
1974;4231578;RWA
1975;4364706;RWA
1976;4506109;RWA
1977;4655383;RWA
1978;4812872;RWA
1979;4978817;RWA
1980;5153312;RWA
1981;5329252;RWA
1982;5504842;RWA
1983;5690980;RWA
1984;5902843;RWA
1985;6146891;RWA
1986;6443751;RWA
1987;6779983;RWA
1988;7088191;RWA
1989;7276985;RWA
1990;7288882;RWA
1991;7083935;RWA
1992;6702244;RWA
1993;6263757;RWA
1994;5936261;RWA
1995;5836495;RWA
1996;6013107;RWA
1997;6419901;RWA
1998;6962802;RWA
1999;7501234;RWA
2000;7933681;RWA
2001;8231156;RWA
2002;8427060;RWA
2003;8557161;RWA
2004;8680524;RWA
2005;8840215;RWA
2006;9043337;RWA
2007;9273757;RWA
2008;9524534;RWA
2009;9782770;RWA
2010;10039338;RWA
2011;10293331;RWA
2012;10549678;RWA
2013;10811543;RWA
2014;11083635;RWA
2015;11369071;RWA
2016;11668818;RWA
2017;11980937;RWA
1960;4086539;SAU
1961;4218853;SAU
1962;4362786;SAU
1963;4516533;SAU
1964;4677298;SAU
1965;4843635;SAU
1966;5015357;SAU
1967;5195135;SAU
1968;5387828;SAU
1969;5599904;SAU
1970;5836389;SAU
1971;6100626;SAU
1972;6392970;SAU
1973;6711923;SAU
1974;7054532;SAU
1975;7419493;SAU
1976;7802926;SAU
1977;8207697;SAU
1978;8646845;SAU
1979;9137927;SAU
1980;9691476;SAU
1981;10311775;SAU
1982;10988853;SAU
1983;11701128;SAU
1984;12418834;SAU
1985;13118993;SAU
1986;13794165;SAU
1987;14445671;SAU
1988;15070082;SAU
1989;15666297;SAU
1990;16233785;SAU
1991;16772694;SAU
1992;17282691;SAU
1993;17763298;SAU
1994;18214470;SAU
1995;18638787;SAU
1996;19033845;SAU
1997;19407142;SAU
1998;19783304;SAU
1999;20194527;SAU
2000;20663843;SAU
2001;21202642;SAU
2002;21805313;SAU
2003;22456649;SAU
2004;23132682;SAU
2005;23816183;SAU
2006;24498310;SAU
2007;25184597;SAU
2008;25888541;SAU
2009;26630303;SAU
2010;27421461;SAU
2011;28267685;SAU
2012;29155187;SAU
2013;30052518;SAU
2014;30916994;SAU
2015;31717667;SAU
2016;32442572;SAU
2017;33099147;SAU
1960;7544491;SDN
1961;7769482;SDN
1962;8004121;SDN
1963;8248812;SDN
1964;8503994;SDN
1965;8770097;SDN
1966;9047798;SDN
1967;9337657;SDN
1968;9639840;SDN
1969;9954410;SDN
1970;10281700;SDN
1971;10621472;SDN
1972;10974622;SDN
1973;11343926;SDN
1974;11732958;SDN
1975;12144135;SDN
1976;12578407;SDN
1977;13034625;SDN
1978;13510421;SDN
1979;14002303;SDN
1980;14507468;SDN
1981;15027248;SDN
1982;15562125;SDN
1983;16107620;SDN
1984;16657959;SDN
1985;17210187;SDN
1986;17757491;SDN
1987;18303435;SDN
1988;18867560;SDN
1989;19476647;SDN
1990;20147590;SDN
1991;20891441;SDN
1992;21696244;SDN
1993;22527834;SDN
1994;23338464;SDN
1995;24094747;SDN
1996;24782383;SDN
1997;25413917;SDN
1998;26015521;SDN
1999;26626520;SDN
2000;27275015;SDN
2001;27971082;SDN
2002;28704778;SDN
2003;29460519;SDN
2004;30214193;SDN
2005;30949516;SDN
2006;31661823;SDN
2007;32360621;SDN
2008;33060837;SDN
2009;33783788;SDN
2010;34545013;SDN
2011;35349681;SDN
2012;36193783;SDN
2013;37072550;SDN
2014;37977655;SDN
2015;38902950;SDN
2016;39847440;SDN
2017;40813396;SDN
1960;3206749;SEN
1961;3295278;SEN
1962;3386806;SEN
1963;3481654;SEN
1964;3580239;SEN
1965;3682876;SEN
1966;3789383;SEN
1967;3899644;SEN
1968;4014103;SEN
1969;4133322;SEN
1970;4257505;SEN
1971;4387540;SEN
1972;4522893;SEN
1973;4660725;SEN
1974;4797187;SEN
1975;4929846;SEN
1976;5057378;SEN
1977;5181514;SEN
1978;5306681;SEN
1979;5439066;SEN
1980;5583165;SEN
1981;5740444;SEN
1982;5909739;SEN
1983;6089572;SEN
1984;6277424;SEN
1985;6471327;SEN
1986;6670663;SEN
1987;6875754;SEN
1988;7086627;SEN
1989;7303517;SEN
1990;7526307;SEN
1991;7755496;SEN
1992;7990096;SEN
1993;8226760;SEN
1994;8461068;SEN
1995;8690164;SEN
1996;8912861;SEN
1997;9130877;SEN
1998;9347774;SEN
1999;9568722;SEN
2000;9797734;SEN
2001;10036104;SEN
2002;10283699;SEN
2003;10541467;SEN
2004;10810083;SEN
2005;11090116;SEN
2006;11382268;SEN
2007;11687080;SEN
2008;12004701;SEN
2009;12335084;SEN
2010;12678148;SEN
2011;13033809;SEN
2012;13401991;SEN
2013;13782420;SEN
2014;14174731;SEN
2015;14578459;SEN
2016;14993528;SEN
2017;15419381;SEN
1960;1646400;SGP
1961;1702400;SGP
1962;1750200;SGP
1963;1795000;SGP
1964;1841600;SGP
1965;1886900;SGP
1966;1934400;SGP
1967;1977600;SGP
1968;2012000;SGP
1969;2042500;SGP
1970;2074507;SGP
1971;2112900;SGP
1972;2152400;SGP
1973;2193000;SGP
1974;2229800;SGP
1975;2262600;SGP
1976;2293300;SGP
1977;2325300;SGP
1978;2353600;SGP
1979;2383500;SGP
1980;2413945;SGP
1981;2532835;SGP
1982;2646466;SGP
1983;2681061;SGP
1984;2732221;SGP
1985;2735957;SGP
1986;2733373;SGP
1987;2774789;SGP
1988;2846108;SGP
1989;2930901;SGP
1990;3047132;SGP
1991;3135083;SGP
1992;3230698;SGP
1993;3313471;SGP
1994;3419048;SGP
1995;3524506;SGP
1996;3670704;SGP
1997;3796038;SGP
1998;3927213;SGP
1999;3958723;SGP
2000;4027887;SGP
2001;4138012;SGP
2002;4175950;SGP
2003;4114826;SGP
2004;4166664;SGP
2005;4265762;SGP
2006;4401365;SGP
2007;4588599;SGP
2008;4839396;SGP
2009;4987573;SGP
2010;5076732;SGP
2011;5183688;SGP
2012;5312437;SGP
2013;5399162;SGP
2014;5469724;SGP
2015;5535002;SGP
2016;5607283;SGP
2017;5612253;SGP
1960;117849;SLB
1961;121378;SLB
1962;125040;SLB
1963;128838;SLB
1964;132759;SLB
1965;136816;SLB
1966;140991;SLB
1967;145317;SLB
1968;149881;SLB
1969;154830;SLB
1970;160250;SLB
1971;166162;SLB
1972;172552;SLB
1973;179305;SLB
1974;186295;SLB
1975;193402;SLB
1976;200599;SLB
1977;207890;SLB
1978;215295;SLB
1979;222840;SLB
1980;230546;SLB
1981;238429;SLB
1982;246447;SLB
1983;254559;SLB
1984;262687;SLB
1985;270788;SLB
1986;278837;SLB
1987;286870;SLB
1988;294972;SLB
1989;303272;SLB
1990;311866;SLB
1991;320780;SLB
1992;329995;SLB
1993;339504;SLB
1994;349281;SLB
1995;359281;SLB
1996;369523;SLB
1997;379999;SLB
1998;390693;SLB
1999;401586;SLB
2000;412660;SLB
2001;423944;SLB
2002;435432;SLB
2003;447017;SLB
2004;458539;SLB
2005;469918;SLB
2006;481078;SLB
2007;492132;SLB
2008;503360;SLB
2009;515181;SLB
2010;527861;SLB
2011;541521;SLB
2012;556064;SLB
2013;571335;SLB
2014;587079;SLB
2015;603118;SLB
2016;619437;SLB
2017;636038;SLB
1960;2317636;SLE
1961;2352363;SLE
1962;2388769;SLE
1963;2426857;SLE
1964;2466667;SLE
1965;2508219;SLE
1966;2551578;SLE
1967;2596805;SLE
1968;2644020;SLE
1969;2693348;SLE
1970;2744891;SLE
1971;2798724;SLE
1972;2854872;SLE
1973;2913344;SLE
1974;2974104;SLE
1975;3037154;SLE
1976;3102592;SLE
1977;3170508;SLE
1978;3240839;SLE
1979;3313504;SLE
1980;3388495;SLE
1981;3464106;SLE
1982;3540170;SLE
1983;3619847;SLE
1984;3707510;SLE
1985;3805311;SLE
1986;3916685;SLE
1987;4038144;SLE
1988;4156634;SLE
1989;4254444;SLE
1990;4319762;SLE
1991;4348660;SLE
1992;4347724;SLE
1993;4328957;SLE
1994;4309775;SLE
1995;4303957;SLE
1996;4312666;SLE
1997;4335301;SLE
1998;4381483;SLE
1999;4462378;SLE
2000;4584571;SLE
2001;4754072;SLE
2002;4965766;SLE
2003;5201070;SLE
2004;5433991;SLE
2005;5645624;SLE
2006;5829237;SLE
2007;5989633;SLE
2008;6133603;SLE
2009;6272734;SLE
2010;6415634;SLE
2011;6563240;SLE
2012;6712581;SLE
2013;6863980;SLE
2014;7017144;SLE
2015;7171914;SLE
2016;7328838;SLE
2017;7488431;SLE
1960;2766324;SLV
1961;2846600;SLV
1962;2931192;SLV
1963;3019224;SLV
1964;3109563;SLV
1965;3201313;SLV
1966;3293952;SLV
1967;3387383;SLV
1968;3481624;SLV
1969;3576838;SLV
1970;3673068;SLV
1971;3770059;SLV
1972;3867309;SLV
1973;3964270;SLV
1974;4060260;SLV
1975;4154692;SLV
1976;4247502;SLV
1977;4338458;SLV
1978;4426675;SLV
1979;4511129;SLV
1980;4591134;SLV
1981;4666364;SLV
1982;4737257;SLV
1983;4804935;SLV
1984;4871035;SLV
1985;4936807;SLV
1986;5002336;SLV
1987;5067537;SLV
1988;5133274;SLV
1989;5200602;SLV
1990;5270079;SLV
1991;5342198;SLV
1992;5416323;SLV
1993;5490477;SLV
1994;5561919;SLV
1995;5628600;SLV
1996;5689938;SLV
1997;5746284;SLV
1998;5797765;SLV
1999;5844846;SLV
2000;5887936;SLV
2001;5927006;SLV
2002;5962136;SLV
2003;5994077;SLV
2004;6023797;SLV
2005;6052123;SLV
2006;6079399;SLV
2007;6105810;SLV
2008;6131764;SLV
2009;6157686;SLV
2010;6183875;SLV
2011;6210568;SLV
2012;6237923;SLV
2013;6266070;SLV
2014;6295128;SLV
2015;6325124;SLV
2016;6356143;SLV
2017;6388122;SLV
1960;15432;SMR
1961;15837;SMR
1962;16255;SMR
1963;16679;SMR
1964;17099;SMR
1965;17513;SMR
1966;17918;SMR
1967;18307;SMR
1968;18668;SMR
1969;18977;SMR
1970;19221;SMR
1971;19389;SMR
1972;19494;SMR
1973;19566;SMR
1974;19664;SMR
1975;19831;SMR
1976;20083;SMR
1977;20397;SMR
1978;20760;SMR
1979;21127;SMR
1980;21459;SMR
1981;21765;SMR
1982;22037;SMR
1983;22299;SMR
1984;22549;SMR
1985;22798;SMR
1986;23046;SMR
1987;23295;SMR
1988;23551;SMR
1989;23817;SMR
1990;24125;SMR
1991;24460;SMR
1992;24822;SMR
1993;25209;SMR
1994;25582;SMR
1995;25928;SMR
1996;26252;SMR
1997;26562;SMR
1998;26840;SMR
1999;27145;SMR
2000;27462;SMR
2001;27812;SMR
2002;28175;SMR
2003;28562;SMR
2004;28940;SMR
2005;29324;SMR
2006;29700;SMR
2007;30063;SMR
2008;30434;SMR
2009;30816;SMR
2010;31229;SMR
2011;31661;SMR
2012;32105;SMR
2013;32553;SMR
2014;32948;SMR
2015;33272;SMR
2016;33504;SMR
2017;33671;SMR
1960;2755972;SOM
1961;2814118;SOM
1962;2874218;SOM
1963;2936477;SOM
1964;3001158;SOM
1965;3068459;SOM
1966;3143648;SOM
1967;3227841;SOM
1968;3312742;SOM
1969;3386738;SOM
1970;3444568;SOM
1971;3472367;SOM
1972;3479790;SOM
1973;3512623;SOM
1974;3632990;SOM
1975;3880292;SOM
1976;4278973;SOM
1977;4802141;SOM
1978;5375017;SOM
1979;5892755;SOM
1980;6281134;SOM
1981;6511113;SOM
1982;6608044;SOM
1983;6618588;SOM
1984;6614715;SOM
1985;6648627;SOM
1986;6736748;SOM
1987;6862273;SOM
1988;7005234;SOM
1989;7133258;SOM
1990;7225092;SOM
1991;7274030;SOM
1992;7295384;SOM
1993;7315865;SOM
1994;7372598;SOM
1995;7491637;SOM
1996;7682686;SOM
1997;7936127;SOM
1998;8235064;SOM
1999;8553601;SOM
2000;8872254;SOM
2001;9186725;SOM
2002;9501342;SOM
2003;9815412;SOM
2004;10130243;SOM
2005;10446863;SOM
2006;10763905;SOM
2007;11080121;SOM
2008;11397188;SOM
2009;11717692;SOM
2010;12043883;SOM
2011;12376302;SOM
2012;12715510;SOM
2013;13063706;SOM
2014;13423576;SOM
2015;13797201;SOM
2016;14185613;SOM
2017;14589119;SOM
1990;7586000;SRB
1991;7595636;SRB
1992;7646424;SRB
1993;7699307;SRB
1994;7734639;SRB
1995;7625357;SRB
1996;7617794;SRB
1997;7596501;SRB
1998;7567745;SRB
1999;7540401;SRB
2000;7516346;SRB
2001;7503433;SRB
2002;7496522;SRB
2003;7480591;SRB
2004;7463157;SRB
2005;7440769;SRB
2006;7411569;SRB
2007;7381579;SRB
2008;7350222;SRB
2009;7320807;SRB
2010;7291436;SRB
2011;7234099;SRB
2012;7199077;SRB
2013;7164132;SRB
2014;7130576;SRB
2015;7095383;SRB
2016;7058322;SRB
2017;7020858;SRB
1960;2842724;SSD
1961;2895605;SSD
1962;2951043;SSD
1963;3009062;SSD
1964;3069739;SSD
1965;3133150;SSD
1966;3199343;SSD
1967;3268405;SSD
1968;3340422;SSD
1969;3415576;SSD
1970;3494004;SSD
1971;3575900;SSD
1972;3661440;SSD
1973;3750782;SSD
1974;3844104;SSD
1975;3941618;SSD
1976;4041791;SSD
1977;4144554;SSD
1978;4253083;SSD
1979;4371714;SSD
1980;4502604;SSD
1981;4646489;SSD
1982;4799434;SSD
1983;4953151;SSD
1984;5096482;SSD
1985;5220747;SSD
1986;5328164;SSD
1987;5419809;SSD
1988;5485282;SSD
1989;5511579;SSD
1990;5492623;SSD
1991;5420171;SSD
1992;5305457;SSD
1993;5185699;SSD
1994;5111365;SSD
1995;5118083;SSD
1996;5221926;SSD
1997;5411655;SSD
1998;5661942;SSD
1999;5933882;SSD
2000;6199394;SSD
2001;6447793;SSD
2002;6688226;SSD
2003;6935676;SSD
2004;7213351;SSD
2005;7535932;SSD
2006;7907406;SSD
2007;8315139;SSD
2008;8736939;SSD
2009;9142259;SSD
2010;9508364;SSD
2011;9830698;SSD
2012;10113647;SSD
2013;10355036;SSD
2014;10554883;SSD
2015;10715658;SSD
2016;10832512;SSD
2017;10910759;SSD
1960;64302;STP
1961;64602;STP
1962;64479;STP
1963;64231;STP
1964;64277;STP
1965;64892;STP
1966;66183;STP
1967;68047;STP
1968;70257;STP
1969;72507;STP
1970;74564;STP
1971;76347;STP
1972;77934;STP
1973;79464;STP
1974;81152;STP
1975;83138;STP
1976;85481;STP
1977;88110;STP
1978;90843;STP
1979;93461;STP
1980;95794;STP
1981;97770;STP
1982;99473;STP
1983;101066;STP
1984;102829;STP
1985;104924;STP
1986;107429;STP
1987;110254;STP
1988;113285;STP
1989;116320;STP
1990;119209;STP
1991;121956;STP
1992;124576;STP
1993;127062;STP
1994;129427;STP
1995;131678;STP
1996;133806;STP
1997;135832;STP
1998;137848;STP
1999;139959;STP
2000;142262;STP
2001;144755;STP
2002;147447;STP
2003;150415;STP
2004;153737;STP
2005;157472;STP
2006;161681;STP
2007;166300;STP
2008;171120;STP
2009;175876;STP
2010;180371;STP
2011;184524;STP
2012;188404;STP
2013;192087;STP
2014;195727;STP
2015;199432;STP
2016;203227;STP
2017;207089;STP
1960;287871;SUR
1961;295916;SUR
1962;303895;SUR
1963;311947;SUR
1964;320270;SUR
1965;328936;SUR
1966;338158;SUR
1967;347660;SUR
1968;356550;SUR
1969;363575;SUR
1970;367931;SUR
1971;369236;SUR
1972;367907;SUR
1973;364915;SUR
1974;361667;SUR
1975;359226;SUR
1976;357953;SUR
1977;357659;SUR
1978;358099;SUR
1979;358818;SUR
1980;359519;SUR
1981;360143;SUR
1982;360920;SUR
1983;362276;SUR
1984;364733;SUR
1985;368638;SUR
1986;374140;SUR
1987;381037;SUR
1988;388881;SUR
1989;397085;SUR
1990;405168;SUR
1991;413005;SUR
1992;420655;SUR
1993;428030;SUR
1994;435105;SUR
1995;441851;SUR
1996;448213;SUR
1997;454161;SUR
1998;459831;SUR
1999;465385;SUR
2000;470949;SUR
2001;476579;SUR
2002;482235;SUR
2003;487942;SUR
2004;493679;SUR
2005;499464;SUR
2006;505295;SUR
2007;511181;SUR
2008;517123;SUR
2009;523111;SUR
2010;529131;SUR
2011;535179;SUR
2012;541245;SUR
2013;547291;SUR
2014;553273;SUR
2015;559143;SUR
2016;564888;SUR
2017;570496;SUR
1960;4068095;SVK
1961;4191667;SVK
1962;4238188;SVK
1963;4282017;SVK
1964;4327341;SVK
1965;4370983;SVK
1966;4411666;SVK
1967;4449367;SVK
1968;4483915;SVK
1969;4518607;SVK
1970;4538223;SVK
1971;4557449;SVK
1972;4596622;SVK
1973;4641445;SVK
1974;4689623;SVK
1975;4739105;SVK
1976;4789507;SVK
1977;4840501;SVK
1978;4890125;SVK
1979;4938973;SVK
1980;4979815;SVK
1981;5016105;SVK
1982;5055099;SVK
1983;5091971;SVK
1984;5127097;SVK
1985;5161768;SVK
1986;5193838;SVK
1987;5222840;SVK
1988;5250596;SVK
1989;5275942;SVK
1990;5299187;SVK
1991;5303294;SVK
1992;5305016;SVK
1993;5325305;SVK
1994;5346331;SVK
1995;5361999;SVK
1996;5373361;SVK
1997;5383291;SVK
1998;5390516;SVK
1999;5396020;SVK
2000;5388720;SVK
2001;5378867;SVK
2002;5376912;SVK
2003;5373374;SVK
2004;5372280;SVK
2005;5372807;SVK
2006;5373054;SVK
2007;5374622;SVK
2008;5379233;SVK
2009;5386406;SVK
2010;5391428;SVK
2011;5398384;SVK
2012;5407579;SVK
2013;5413393;SVK
2014;5418649;SVK
2015;5423801;SVK
2016;5430798;SVK
2017;5439232;SVK
1960;1584720;SVN
1961;1594131;SVN
1962;1603649;SVN
1963;1616971;SVN
1964;1632114;SVN
1965;1649160;SVN
1966;1669905;SVN
1967;1689528;SVN
1968;1704546;SVN
1969;1713874;SVN
1970;1724891;SVN
1971;1738335;SVN
1972;1752233;SVN
1973;1766697;SVN
1974;1776132;SVN
1975;1793581;SVN
1976;1820249;SVN
1977;1842377;SVN
1978;1862548;SVN
1979;1882599;SVN
1980;1901315;SVN
1981;1906531;SVN
1982;1910334;SVN
1983;1922321;SVN
1984;1932154;SVN
1985;1941641;SVN
1986;1965964;SVN
1987;1989776;SVN
1988;1995196;SVN
1989;1996351;SVN
1990;1998161;SVN
1991;1999429;SVN
1992;1996498;SVN
1993;1991746;SVN
1994;1989443;SVN
1995;1989872;SVN
1996;1988628;SVN
1997;1985956;SVN
1998;1981629;SVN
1999;1983045;SVN
2000;1988925;SVN
2001;1992060;SVN
2002;1994530;SVN
2003;1995733;SVN
2004;1997012;SVN
2005;2000474;SVN
2006;2006868;SVN
2007;2018122;SVN
2008;2021316;SVN
2009;2039669;SVN
2010;2048583;SVN
2011;2052843;SVN
2012;2057159;SVN
2013;2059953;SVN
2014;2061980;SVN
2015;2063531;SVN
2016;2065042;SVN
2017;2066388;SVN
1960;7484656;SWE
1961;7519998;SWE
1962;7561588;SWE
1963;7604328;SWE
1964;7661354;SWE
1965;7733853;SWE
1966;7807797;SWE
1967;7867931;SWE
1968;7912273;SWE
1969;7968072;SWE
1970;8042801;SWE
1971;8098334;SWE
1972;8122300;SWE
1973;8136312;SWE
1974;8159955;SWE
1975;8192437;SWE
1976;8222286;SWE
1977;8251540;SWE
1978;8275599;SWE
1979;8293678;SWE
1980;8310531;SWE
1981;8320503;SWE
1982;8325263;SWE
1983;8329033;SWE
1984;8336605;SWE
1985;8350386;SWE
1986;8369829;SWE
1987;8397804;SWE
1988;8436489;SWE
1989;8492964;SWE
1990;8558835;SWE
1991;8617375;SWE
1992;8668067;SWE
1993;8718561;SWE
1994;8780745;SWE
1995;8826939;SWE
1996;8840998;SWE
1997;8846062;SWE
1998;8850974;SWE
1999;8857874;SWE
2000;8872109;SWE
2001;8895960;SWE
2002;8924958;SWE
2003;8958229;SWE
2004;8993531;SWE
2005;9029572;SWE
2006;9080505;SWE
2007;9148092;SWE
2008;9219637;SWE
2009;9298515;SWE
2010;9378126;SWE
2011;9449213;SWE
2012;9519374;SWE
2013;9600379;SWE
2014;9696110;SWE
2015;9799186;SWE
2016;9923085;SWE
2017;10057698;SWE
1960;336583;SWZ
1961;343345;SWZ
1962;350156;SWZ
1963;357292;SWZ
1964;365122;SWZ
1965;373919;SWZ
1966;383826;SWZ
1967;394757;SWZ
1968;406506;SWZ
1969;418747;SWZ
1970;431253;SWZ
1971;443977;SWZ
1972;457039;SWZ
1973;470559;SWZ
1974;484749;SWZ
1975;499763;SWZ
1976;515599;SWZ
1977;532260;SWZ
1978;549796;SWZ
1979;568315;SWZ
1980;587858;SWZ
1981;608380;SWZ
1982;629811;SWZ
1983;652115;SWZ
1984;675239;SWZ
1985;699080;SWZ
1986;723595;SWZ
1987;748632;SWZ
1988;773768;SWZ
1989;798507;SWZ
1990;822420;SWZ
1991;845266;SWZ
1992;866993;SWZ
1993;887706;SWZ
1994;907620;SWZ
1995;926841;SWZ
1996;945508;SWZ
1997;963426;SWZ
1998;979918;SWZ
1999;994108;SWZ
2000;1005435;SWZ
2001;1013609;SWZ
2002;1019059;SWZ
2003;1022802;SWZ
2004;1026286;SWZ
2005;1030579;SWZ
2006;1036092;SWZ
2007;1042652;SWZ
2008;1049945;SWZ
2009;1057467;SWZ
2010;1064837;SWZ
2011;1072032;SWZ
2012;1079288;SWZ
2013;1086839;SWZ
2014;1095021;SWZ
2015;1104044;SWZ
2016;1113984;SWZ
2017;1124753;SWZ
1998;31240;SXM
1999;31084;SXM
2000;30519;SXM
2001;30600;SXM
2002;30777;SXM
2003;31472;SXM
2004;32488;SXM
2005;33011;SXM
2006;33441;SXM
2007;33811;SXM
2008;33964;SXM
2009;34238;SXM
2010;34056;SXM
2011;33435;SXM
2012;34640;SXM
2013;36607;SXM
2014;37685;SXM
2015;38825;SXM
2016;39969;SXM
2017;40574;SXM
1960;41700;SYC
1961;42889;SYC
1962;44042;SYC
1963;45176;SYC
1964;46322;SYC
1965;47500;SYC
1966;48699;SYC
1967;49911;SYC
1968;51134;SYC
1969;52365;SYC
1970;53600;SYC
1971;54695;SYC
1972;56029;SYC
1973;56892;SYC
1974;57937;SYC
1975;59292;SYC
1976;60504;SYC
1977;61786;SYC
1978;62150;SYC
1979;62686;SYC
1980;63261;SYC
1981;64035;SYC
1982;64413;SYC
1983;64335;SYC
1984;64717;SYC
1985;65244;SYC
1986;65652;SYC
1987;68499;SYC
1988;68755;SYC
1989;69167;SYC
1990;69507;SYC
1991;70439;SYC
1992;70763;SYC
1993;72253;SYC
1994;74205;SYC
1995;75304;SYC
1996;76417;SYC
1997;77319;SYC
1998;78846;SYC
1999;80410;SYC
2000;81131;SYC
2001;81202;SYC
2002;83723;SYC
2003;82781;SYC
2004;82475;SYC
2005;82858;SYC
2006;84600;SYC
2007;85033;SYC
2008;86956;SYC
2009;87298;SYC
2010;89770;SYC
2011;87441;SYC
2012;88303;SYC
2013;89949;SYC
2014;91359;SYC
2015;93419;SYC
2016;94677;SYC
2017;95843;SYC
1960;4573512;SYR
1961;4721896;SYR
1962;4875422;SYR
1963;5034646;SYR
1964;5200336;SYR
1965;5373137;SYR
1966;5553246;SYR
1967;5740710;SYR
1968;5935860;SYR
1969;6139048;SYR
1970;6350541;SYR
1971;6570857;SYR
1972;6800141;SYR
1973;7037851;SYR
1974;7283177;SYR
1975;7535714;SYR
1976;7794662;SYR
1977;8060649;SYR
1978;8336418;SYR
1979;8625690;SYR
1980;8930774;SYR
1981;9252851;SYR
1982;9590227;SYR
1983;9938847;SYR
1984;10293049;SYR
1985;10648632;SYR
1986;11004272;SYR
1987;11360852;SYR
1988;11719071;SYR
1989;12080444;SYR
1990;12446171;SYR
1991;12815401;SYR
1992;13187663;SYR
1993;13565072;SYR
1994;13950476;SYR
1995;14345492;SYR
1996;14754142;SYR
1997;15175316;SYR
1998;15599591;SYR
1999;16013985;SYR
2000;16410848;SYR
2001;16766561;SYR
2002;17084632;SYR
2003;17415214;SYR
2004;17827825;SYR
2005;18361176;SYR
2006;19059258;SYR
2007;19878254;SYR
2008;20664038;SYR
2009;21205873;SYR
2010;21362529;SYR
2011;21082966;SYR
2012;20442541;SYR
2013;19584274;SYR
2014;18715672;SYR
2015;17997408;SYR
2016;17453933;SYR
2017;17068002;SYR
1960;5824;TCA
1961;5874;TCA
1962;5884;TCA
1963;5870;TCA
1964;5848;TCA
1965;5823;TCA
1966;5791;TCA
1967;5764;TCA
1968;5744;TCA
1969;5773;TCA
1970;5841;TCA
1971;5971;TCA
1972;6157;TCA
1973;6381;TCA
1974;6606;TCA
1975;6827;TCA
1976;7015;TCA
1977;7198;TCA
1978;7385;TCA
1979;7613;TCA
1980;7888;TCA
1981;8235;TCA
1982;8654;TCA
1983;9104;TCA
1984;9556;TCA
1985;9970;TCA
1986;10357;TCA
1987;10724;TCA
1988;11093;TCA
1989;11548;TCA
1990;12111;TCA
1991;12811;TCA
1992;13632;TCA
1993;14526;TCA
1994;15407;TCA
1995;16216;TCA
1996;16926;TCA
1997;17567;TCA
1998;18232;TCA
1999;19065;TCA
2000;20164;TCA
2001;21573;TCA
2002;23232;TCA
2003;25011;TCA
2004;26700;TCA
2005;28180;TCA
2006;29391;TCA
2007;30385;TCA
2008;31202;TCA
2009;31934;TCA
2010;32660;TCA
